,image,url,etoile,Nom,Telephone,Adress,Façon Cuisine,Description,Derssert,étoils cusine,Website,href,Ville,codePosttal,Coordinates
1606,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8a3ddf2ccfb74532818dde4514972059.jpg,/fr/fr/normandie/caen/restaurant/ivan-vautier,Une étoile, Ivan Vautier,+33 2 31 73 32 71,"3 avenue Henry-Chéron, Caen, 14000, France",Cuisine moderne,"Ivan Vautier, normand pur beurre, est installé depuis plus de trente ans dans cette maison excentrée du cœur de ville, devenue un lieu sobrement contemporain. Amoureux et fier de sa région, le cuisinier cherche à mettre en valeur les produits du terroir normand à travers chacune de ses recettes : asperges vertes de Bellengreville ; morilles sauvages d'un cueilleur du pays, crème fraîche d'Isigny-Sainte-Mère, cochon normand... sans oublier les poissons de pêche locale. La gourmandise n'est pas en reste, à l'image de ce millefeuille ""haut comme un gratte-ciel"".",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.ivanvautier.com/,/fr/fr/normandie/caen/restaurant/ivan-vautier, Caen,14000,"[-0.390386, 49.174093]"
1607,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/31aff1ce71ad4a07924d1ad437f249af.jpeg,/fr/fr/normandie/caen/restaurant/le-bouchon-du-vaugueux,Gourmande, Le Bouchon du Vaugueux,+33 2 31 44 26 26,"12 rue Graindorge, Caen, 14000, France",Cuisine traditionnelle,"Au cœur du quartier historique du Vaugueux, ce petit bistrot convivial d'esprit bouchon mérite la pause gourmande. Le chef patron y propose à l'ardoise une généreuse cuisine de tradition, émaillée de discrètes touches modernes. On se régale en toute simplicité d'un faux filet maturé par le chef lui-même, accompagné d'une sauce béarnaise et au dessert, d'une crêpe normande aux pommes et caramel beurre salé. Jolie sélection de vins de producteurs.",Une cuisine de qualité,0,https://www.bouchonduvaugueux.com/,/fr/fr/normandie/caen/restaurant/le-bouchon-du-vaugueux, Caen,14000,"[-0.359602, 49.184926]"
1608,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4a14c99b94564ca794c310084bab73d7.jpeg,/fr/fr/normandie/caen/restaurant/le-dauphin10467,Gourmande, Le Dauphin,+33 2 31 86 22 26,"29 rue Gémare, Caen, 14000, France",Cuisine moderne,"En plein centre ville, non loin du château, un bel édifice d'époque héberge cette table au cadre élégant et confortable. Le chef patron fait la part belle au terroir normand. Au menu, huître de la baie d'Isigny, andouille et, évidemment tripes de Caen.",Une cuisine de qualité,0,https://www.le-dauphin-normandie.fr/,/fr/fr/normandie/caen/restaurant/le-dauphin10467, Caen,14000,"[-0.36489, 49.184496]"
1609,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b01f090a9a4e4912a10de495f9703604.jpg,/fr/fr/normandie/caen/restaurant/magma-1203820,Gourmande, Magma,+33 2 50 53 69 86,"24 rue Saint-Manvieu, Caen, 14000, France",Cuisine moderne,"Dans cette maison de ville à l’écart du centre-ville et à deux pas de l’Abbaye-aux-Hommes, Olivier Barbarin, un chef expérimenté familier des belles tables, concocte une cuisine à son image, décomplexée et gourmande, non sans un clin d’œil à son Auvergne natale–les murs violets évoquent d’ailleurs une roche volcanique comme la pouzzolane. Prix très attractifs le midi, et le soir menu dégustation renouvelé en fonction du marché et de ses inspirations.",Une cuisine de qualité,0,http://magma-restaurant.fr,/fr/fr/normandie/caen/restaurant/magma-1203820, Caen,14000,"[-0.371348, 49.182909]"
1610,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1c6ba0ded5e648dca5800e3b8361d03a.jpeg,/fr/fr/normandie/caen/restaurant/sequence,Gourmande, Séquence,+33 2 31 99 33 42,"6 rue du 11-Novembre, Caen, 14000, France",Cuisine moderne,"Si le chef Antoine Triquet a un parcours insolite (qui l’a mené des assurances à l’assiette), en cuisine, soyez assuré que les fondamentaux sont bel et bien là ! Des aliments sélectionnés avec soin qui mettent en avant les producteurs locaux, le respect de la nature et des saisons, des cuissons toujours justes… Voilà une cuisine moderne, lisible et épurée avec une démarche sincère, et même généreuse ! Au dîner, un menu en séquences : à chacune d'elle un ingrédient est développé en 3 assiettes, pour un travail du produit dans son intégralité. Un exemple ? Le veau, que l'on retrouve en croquette, en vitello sardinia, ou encore quasi rosé, accompagné de sa purée oignon et d’un très bon jus brun. À déguster dans un décor contemporain avec cuisine ouverte.",Une cuisine de qualité,0,https://www.sequence-restaurant-gastronomique.fr,/fr/fr/normandie/caen/restaurant/sequence, Caen,14000,"[-0.358778, 49.17783]"
1611,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e2b808d3e1c448eba496f58ada1e8b1c.jpeg,/fr/fr/normandie/caen/restaurant/stephane-carbone,Gourmande, Stéphane Carbone,+33 2 31 28 36 60,"14 rue de Courtonne, Caen, 14000, France",Cuisine moderne,"À deux pas du port de plaisance, au cœur de la vie caennaise, le chef Stéphane Carbone explore les terroirs, du Lyonnais à la Bresse (où il a grandi et appris la cuisine) jusqu'à la Calabre natale de ses parents et grands-parents, en passant par la Normandie. À partir de produits de belle fraîcheur, il propose une cuisine moderne avec un brin de créativité, au gré de ses envies. Les plats signatures sont disponibles à la carte, avec notamment la pomme du ris de veau cuite au sautoir ou encore la coque en chocolat caraïbe et son velouté de chocolat chaud… À savourer dans la salle à manger contemporaine, d’où l'on peut observer la cuisine derrière une grande baie vitrée. Menu tout homard et cours de cuisine chaque samedi matin.",Une cuisine de qualité,0,https://www.stephanecarbone.fr/,/fr/fr/normandie/caen/restaurant/stephane-carbone, Caen,14000,"[-0.354595, 49.184353]"
1612,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b507b14767b044c0826da1a7759b70b6.jpeg,/fr/fr/normandie/caudebec-en-caux/restaurant/g-a-au-manoir-de-retival,Une étoile, G.a. au Manoir de Rétival,+33 6 50 23 43 63,"2 rue Saint-Clair, Caudebec-en-Caux, 76490, France","Cuisine moderne, Cuisine créative","Dans ce manoir perché au-dessus de la Seine, officie David Goerne, un chef allemand fou de gastronomie française. Adepte de la simplicité, il reçoit à sa ""table d’hôte"" dans sa cuisine vintage. Aux murs, les cuivres rutilent. Aux beaux jours, on pourra aussi s’attabler dehors sur la terrasse panoramique, surplombant la Seine et dominant le pont de Brotonne. Le chef aime improviser devant ses convives : subtil et créatif, notamment dans l’usage des herbes, des poivres et autres assaisonnements, il va droit à l’essentiel. Rehaussée par une brassée d’herbes et de fleurs et d'une émulsion au citron, sa divine poêlée de légumes frais du jardin sur un jaune d’œuf mariné à la sauce soja fleure bon le miracle printanier. S’il est fou de végétal, David Goerne n’est pas moins à l’aise avec le homard, le foie gras ou encore le pigeonneau, au gré d’une inspiration sans cesse renouvelée.",Étoile Verte MICHELIN,Une étoile : une cuisine d’une grande finesse,http://www.restaurant-ga.fr,/fr/fr/normandie/caudebec-en-caux/restaurant/g-a-au-manoir-de-retival, Caudebec-en-Caux,76490,"[0.735071, 49.524864]"
1613,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c2be4d7061194ca08c37fa351bf3f7fd.jpg,/fr/fr/normandie/cherbourg-en-cotentin/restaurant/le-patio524691,Gourmande, Le Patio,+33 2 33 52 49 10,"5 rue Christine, Cherbourg-en-Cotentin, 50100, France",Cuisine du marché,"En plein cœur de la ville, on découvre le travail de Gildas Gautier, un chef amoureux du bon produit. Chou farci au jarret de bœuf, bouillon de cèpes, yuzu et pleurotes ; bar sauvage, épinards et déclinaison de chou-fleur ; ravioles de crêpes Suzette, caramel au beurre salé : il nous régale de jolies recettes traditionnelles réalisées dans les règles de l'art, avec un choix à l'ardoise renouvelé régulièrement. Par beau temps, on s'installe dans le petit patio.",Une cuisine de qualité,0,https://www.restaurant-lepatio-cherbourg.fr/,/fr/fr/normandie/cherbourg-en-cotentin/restaurant/le-patio524691, Cherbourg-en-Cotentin,50100,"[-1.626431, 49.640068]"
1614,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/162a42ed78714e6dac5287c321c2b5ca.jpeg,/fr/fr/normandie/cherbourg-en-cotentin/restaurant/le-pily,Une étoile, Le Pily,+33 2 33 10 19 29,"1 rue du Pont-Tournant, Cherbourg-en-Cotentin, 50100, France",Cuisine créative,"Pierre et Lydie règnent désormais sur le pont tournant, dans une élégante bâtisse contemporaine tout en verre dotée d'une vue imprenable sur le port. Quel plus bel endroit pour célébrer les poissons de petit bateau, homards et crustacés du Cotentin que le chef affectionne ? Pas de viande ici mais des produits de la mer travaillés avec finesse et précision, non sans quelques touches créatives, et des influences japonaises ou exotiques revendiquées : moussette, émulsion vanillée ; lieu jaune, sauce chimichurri exotique.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.restaurant-le-pily.com/,/fr/fr/normandie/cherbourg-en-cotentin/restaurant/le-pily, Cherbourg-en-Cotentin,50100,"[-1.61991, 49.639221]"
1615,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c7b5c3e293f74900a12384bfc78da537.jpeg,/fr/fr/normandie/courseulles-sur-mer/restaurant/restaurant-de-l-ile-benoist,Gourmande, Restaurant de L'Île Benoist,+33 2 31 77 35 16,"Route de Ver-sur-Mer, Courseulles-sur-Mer, 14470, France","Poissons et fruits de mer, Cuisine moderne","On doit à une famille d'ostréiculteurs l'ouverture de ce restaurant contemporain et bien pensé, qui met à l’honneur pêche côtière, fruits de mer, et bien entendu les huîtres affinées juste à côté, sans oublier d’autres bons produits normands. Le chef attache un soin particulier au dressage des assiettes, qui se révèlent aussi jolies que savoureuses.",Une cuisine de qualité,0,http://www.restaurant-degustationdelile.fr,/fr/fr/normandie/courseulles-sur-mer/restaurant/restaurant-de-l-ile-benoist, Courseulles-sur-Mer,14470,"[-0.463396, 49.334726]"
1616,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ed0bd52bb50f47af81ac39f1dd12812f.jpeg,/fr/fr/normandie/deauville/restaurant/l-essentiel255041,Une étoile, L'Essentiel,+33 2 31 87 22 11,"29 rue Mirabeau, Deauville, 14800, France","Cuisine moderne, Cuisine créative","Ce restaurant au cadre lumineux et moderne est le repaire du Français Charles Thuillant et de la Coréenne Mi-Ra, deux oiseaux migrateurs qui se sont rencontrés à Ze Kitchen Gallery, temple de la cuisine franco-asiatique. Finalement installés en plein cœur de Deauville, où Charles passait ses vacances étant enfant, ils signent à quatre mains une cuisine vive et enjouée, en mouvement, où les produits du terroir normand sont associés à des influences asiatiques bien dosées : poisson mariné, condiment mangue-passion ; bœuf Wagyu, jus fumé, samsang ; pâtes nodi marini, huître, wakame, légumes croquants… Service agréable dans un intérieur moderne et cosy.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,http://www.lessentieldeauville.com/,/fr/fr/normandie/deauville/restaurant/l-essentiel255041, Deauville,14800,"[0.079323, 49.360089]"
1617,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4db8e4af1ca145988be0043e4f471cd4.jpeg,/fr/fr/normandie/deauville/restaurant/maximin-hellio,Une étoile, Maximin Hellio,+33 7 71 93 79 97,"64 rue Gambetta, Deauville, 14800, France",Cuisine moderne,"Situé en plein cœur de la station deauvillaise, ce restaurant à la devanture sobre et moderne a eu la bonne idée de laisser une partie vitrée en façade, qui permet d’observer les cuisiniers à l’œuvre depuis la rue. A l'intérieur, sous la toque, Maximin Hellio, chef de métier, propose de choisir (dès la réservation en ligne...) entre trois menus dégustation dont l'un rend hommage aux produits de la terre, l'autre à ceux de la mer. Dans ce dernier, il met à l'honneur la pêche normande, autour de préparations soignées et créatives, en revisitant par exemple le pithiviers façon marine. Intéressants accords mets et vins proposés sur tablette. Un établissement très prisé par la clientèle locale.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.maximinhellio.fr/,/fr/fr/normandie/deauville/restaurant/maximin-hellio, Deauville,14800,"[0.076956, 49.359115]"
1618,https://d3h1lg3ksw6i6b.cloudfront.net/guide/placeholder/iStock-119577476.jpg,/fr/fr/normandie/dieppe/restaurant/comptoir-a-huitres,Gourmande, Comptoir à Huîtres,+33 2 35 84 19 37,"12 cours de Dakar, Dieppe, 76200, France",Poissons et fruits de mer,"Loin de l'agitation du front de mer, le long des quais, ce comptoir a des allures de brasserie parisienne bien dans son jus. Après que l'on vous a présenté la pêche du jour, sans chichi, vient l'heure du choix. Quel poisson ? Entier, coupé ? À la plancha ? À moins que vous ne préfériez la carte des huîtres... Que de fraîcheur !",Une cuisine de qualité,0,https://guide.michelin.com/fr/fr/selection/france/restaurants,/fr/fr/normandie/dieppe/restaurant/comptoir-a-huitres, Dieppe,76200,"[1.084866, 49.922381]"
1619,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7767ab85077a437bbc8d5449d396ce08.jpeg,/fr/fr/normandie/dieppe/restaurant/les-voiles-d-or,Une étoile, Les Voiles d'Or,+33 2 35 84 16 84,"2 chemin de la Falaise, à Neuville-lès-Dieppe, Dieppe, 76200, France","Cuisine moderne, Poissons et fruits de mer","Fort de son expérience, Tristan Arhan tient sur la falaise du Pollet une table sans malentendu : ici, c'est la pêche du jour qui fait la loi pour ce chef passionné par les produits de la mer, qui réussit le tour de force, seul en cuisine, de magnifier sans artifice Saint-Jacques, turbot ou barbue. Ici, aucune concession sur la fraîcheur de la matière première, qui est travaillée avec sobriété et délicatesse : on passe un excellent moment, dans un décor épuré en phase avec cette philosophie. À noter : une petite terrasse quand le soleil s'invite sur la côte normande.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.lesvoilesdor.fr/,/fr/fr/normandie/dieppe/restaurant/les-voiles-d-or, Dieppe,76200,"[1.089925, 49.926791]"
1620,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/020a7abce09e485caca800a1054ece45.jpg,/fr/fr/normandie/flers/restaurant/auberge-des-vieilles-pierres,Gourmande, Auberge des Vieilles Pierres,+33 2 33 65 06 96,"169 Le Buisson Corblin, Flers, 61100, France",Cuisine moderne,"Sous l'égide d'un couple de professionnels, cette auberge, avec sa devanture engageante, se situe à l’écart de Flers. Le chef signe des recettes dans l'air du temps à déguster dans un cadre moderne avec un mobilier de style bistrot contemporain. Service rapide.",Une cuisine de qualité,0,http://www.aubergedesvieillespierres.fr,/fr/fr/normandie/flers/restaurant/auberge-des-vieilles-pierres, Flers,61100,"[-0.530537, 48.755612]"
1621,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/df357c3bd7754c048c3a7981da1a48e6.jpeg,/fr/fr/normandie/fleury-sur-orne/restaurant/auberge-de-l-ile-enchantee,Gourmande, Auberge de l'Île Enchantée,+33 2 31 52 15 52,"1 rue Saint-André, Fleury-sur-Orne, 14123, France",Cuisine moderne,"Cet ancien bar de pêcheurs est située dans un cadre verdoyant a proximité de l'Orne. Fidèle à l'esprit de la maison, le chef propose une cuisine traditionnelle revisitée, qu'il fait évoluer au gré des saisons. Une maison sérieuse.",Une cuisine de qualité,0,https://www.ileenchantee.fr/,/fr/fr/normandie/fleury-sur-orne/restaurant/auberge-de-l-ile-enchantee, Fleury-sur-Orne,14123,"[-0.376403, 49.150579]"
1622,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a9e902d639d14267a04eb29893ae2ee7.jpeg,/fr/fr/normandie/gasny/restaurant/auberge-du-prieure-normand,Gourmande, Auberge du Prieuré Normand,+33 2 32 52 10 01,"1 place de la République, Gasny, 27620, France",Cuisine moderne,"Proche de Giverny, sur la place centrale de Gasny, cette belle bâtisse à colombages aux allures normandes abrite une auberge familiale. Le chef favorise les produits en circuit court pour une cuisine de qualité, aux sauces sapides et aux saveurs franches. Son plat signature : le risotto de langoustines. Un espace bar et cave, deux salles contemporaines et une terrasse pour les beaux jours.",Une cuisine de qualité,0,https://aubergeduprieurenormand.fr/,/fr/fr/normandie/gasny/restaurant/auberge-du-prieure-normand, Gasny,27620,"[1.606645, 49.089189]"
1623,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3b232f885fcf44dcbbe8974b67122728.jpeg,/fr/fr/normandie/giverny/restaurant/la-musardiere,Gourmande, La Musardière,+33 2 32 21 03 18,"123 rue Claude-Monet, Giverny, 27620, France",Cuisine moderne,"Situé au cœur du bourg, proche de la maison de Claude Monet et du musée des Impressionnismes Giverny, La Musardière se décline en offre bistronomique au déjeuner au « M », plus ambitieuse au dîner avec « Révélations ». Le repas se déroule dans un cadre de bistrot contemporain et convivial, complété d’une plaisante terrasse ensoleillée aux beaux jours. Quelques chambres pour prolonger le séjour.",Une cuisine de qualité,0,https://www.lamusardiere.fr/,/fr/fr/normandie/giverny/restaurant/la-musardiere, Giverny,27620,"[1.536356, 49.075054]"
1624,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7ad6f62259be4456ad6c1e28cdff96fb.jpg,/fr/fr/normandie/giverny/restaurant/le-jardin-des-plumes,Une étoile, Le Jardin des Plumes,+33 2 32 54 26 35,"1 rue du Milieu, Giverny, 27620, France",Cuisine créative,"À quelques minutes à pied de la maison de Claude Monet, cette belle demeure anglo-normande à colombages de 1912 invite à la détente et à la gourmandise. Splendide nid douillet néo-Art Déco (carrelage d’origine blanc cassé mâtiné de bleu, murs bleu paon, fauteuils d’esprit 1960 en cuir blanc et tables en verre et palissandre…) et plaisante terrasse entourée d’un ravissant jardin arboré. Le chef normand David Gallienne formé au Manoir du Lys a conservé certains de ses anciens producteurs de l’Orne, ses pêcheurs dieppois et en a trouvé de nouveaux. Les plats inventifs jouent avec les mariages de saveurs insolites et les textures. Le chef a également ouvert une maison d'hôtes à proximité pour l'étape, et une épicerie fine à Vernon.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,http://www.jardindesplumes.fr,/fr/fr/normandie/giverny/restaurant/le-jardin-des-plumes, Giverny,27620,"[1.524963, 49.075743]"
1625,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e32a391b77dd4896a8eef6f10d5bd7ef.jpeg,/fr/fr/normandie/grandcamp-maisy/restaurant/la-trinquette,Gourmande, La Trinquette,+33 2 31 22 64 90,"7 rue du Joncal, Grandcamp-Maisy, 14450, France","Poissons et fruits de mer, Cuisine traditionnelle","Le chef passionné de cette table familiale à l'atmosphère contemporaine et chaleureuse, vous propose de déguster une cuisine d'une incomparable fraîcheur, avec l'impression de goûter moules, Saint-Jacques, sole ou turbot, au sortir de la barque du pêcheur ! Agréable véranda-salon d'un côté de la maison, et terrasse de l'autre.",Une cuisine de qualité,0,https://www.restaurant-la-trinquette.com/,/fr/fr/normandie/grandcamp-maisy/restaurant/la-trinquette, Grandcamp-Maisy,14450,"[-1.050093, 49.387104]"
1626,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9902cf956a8b438c99a980fa0469d5a1.jpeg,/fr/fr/normandie/granville/restaurant/l-edulis,Gourmande, L'Edulis - Jonathan Datin,+33 2 14 13 45 88,"8 rue de l'Abreuvoir, Granville, 50400, France",Cuisine moderne,"Le décor tendance du restaurant profite à l'assiette, imaginée par un chef enthousiaste et talentueux, petit-fils de boulanger. Cuisine soignée, beaux produits régionaux, gourmandise : tout simplement, l'adresse incontournable de Granville.",Une cuisine de qualité,0,https://www.restaurantledulis.com/,/fr/fr/normandie/granville/restaurant/l-edulis, Granville,50400,"[-1.597391, 48.837458]"
1627,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/85311eb319844889a07fa518df9f30db.jpeg,/fr/fr/normandie/honfleur/restaurant/entre-terre-et-mer,Gourmande, Entre Terre et Mer,+33 2 31 89 70 60,"12/14 place Hamelin, Honfleur, 14600, France",Cuisine moderne,"Situé sur la place Hamelin, dans le quartier historique de Honfleur, ce restaurant serait la maison dans laquelle est né en 1768 Le contre-amiral de Napoléon Bonaparte, J. F. E. Hamelin. On s’installe dans un cadre typiquement normand avec colombages et pierres apparentes pour déguster des assiettes naviguant entre terre et mer, dans le respect des saisons. Une belle présentation et une cuisson vapeur maîtrisée pour la dorade, rôti, jus d’herbes, haricots, groseilles. Petite terrasse aux beaux jours.",Une cuisine de qualité,0,https://www.entreterreetmer-honfleur.com/,/fr/fr/normandie/honfleur/restaurant/entre-terre-et-mer, Honfleur,14600,"[0.233106, 49.421631]"
1628,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a95081141a284b92947d51ebc292094a.jpeg,/fr/fr/normandie/honfleur/restaurant/huitre-brulee,Gourmande, Huître Brûlée,+33 9 82 57 90 18,"8 rue Brûlée, Honfleur, 14600, France","Cuisine moderne, Cuisine créative","Ici, pas d’Huître Brûlée… mais une cuisine actuelle aux produits de qualité, privilégiant les achats en circuits courts (légumes bio, poisson de petit bateau), imaginée autour d’une carte de saison resserrée. Une table sympathique et conviviale ouverte par un couple de passionnés, Paul Lacheray, originaire d’Honfleur en cuisine, et sa compagne Chloé Woestelandt en salle, qui réalise ainsi son rêve d'enfance...",Une cuisine de qualité,0,https://www.huitrebrulee.com/,/fr/fr/normandie/honfleur/restaurant/huitre-brulee, Honfleur,14600,"[0.231982, 49.420483]"
1629,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/18d4f184516a442d9f61c49a1b93d893.jpeg,/fr/fr/normandie/honfleur/restaurant/l-atre,Gourmande, L'Âtre,+33 2 31 88 30 82,"25 cours des Fossés, Honfleur, 14600, France",Cuisine moderne,"Après des passages dans de belles maisons étoilées parisiennes, puis au Château Cordeillan-Bages à Pauillac, le chef Julien Lefebvre, originaire de Normandie, s’est installé il y a quelques années dans cette charmante cité. Sa cuisine, rythmée par les saisons, s’inscrit tranquillement dans l’air du temps. Cuisine ouverte qui donne sur une salle à manger au cadre contemporain ou terrasse ouverte aux beaux jours.",Une cuisine de qualité,0,https://restaurant-atre.com/fr/,/fr/fr/normandie/honfleur/restaurant/l-atre, Honfleur,14600,"[0.23468, 49.418923]"
1630,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/03f5681429f64755bc66de3649a99880.jpeg,/fr/fr/normandie/honfleur/restaurant/l-endroit,Gourmande, L'Endroit,+33 2 31 88 08 43,"3 rue Charles-et-Paul-Bréard, Honfleur, 14600, France","Cuisine moderne, Cuisine traditionnelle","Bistronomique et novateur : tel est cet Endroit, niché en léger retrait de l’agitation touristique d’Honfleur. En amoureux des beaux produits, le chef nous gratifie de beaux poissons frais, de légumes et volailles de fournisseurs locaux, qu'il travaille dans les règles de l'art. Soirées jazz les premiers vendredis du mois.",Une cuisine de qualité,0,https://www.restaurantlendroithonfleur.com/,/fr/fr/normandie/honfleur/restaurant/l-endroit, Honfleur,14600,"[0.233209, 49.418189]"
1631,https://d3h1lg3ksw6i6b.cloudfront.net/guide/placeholder/iStock-119577476.jpg,/fr/fr/normandie/honfleur/restaurant/le-manoir-des-impressionnistes,Gourmande, Le Manoir des Impressionnistes,+33 2 31 81 63 00,"23 route de Trouville, Honfleur, 14600, France",Cuisine moderne,"Installez-vous dans la lumineuse salle à manger ou sur la terrasse aux beaux jours pour profiter d’un joli panorama sur l’estuaire, et d’une cuisine actuelle, centrée autour d’une carte de saison courte et appétissante, privilégiant les produits du terroir normand et de la pêche locale.",Une cuisine de qualité,0,https://www.manoirdesimpressionnistes.com/,/fr/fr/normandie/honfleur/restaurant/le-manoir-des-impressionnistes, Honfleur,14600,"[0.196842, 49.419023]"
1632,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7b3340a7cf6046ae96816885aa7dfcb0.jpg,/fr/fr/normandie/honfleur/restaurant/les-impressionnistes,Gourmande, Les Impressionnistes - La Ferme Saint-Siméon,+33 2 31 81 78 00,"20 rue Adolphe-Marais, Honfleur, 14600, France",Cuisine moderne,"À l'intérieur du luxueux hôtel La Ferme Saint-Siméon, abrité dans un bâtiment historique sur les hauteurs de Honfleur, cette adresse ne manque pas de cachet. L'intérieur de style normand, élégant et luxueux, le parc arboré, la terrasse offrant une superbe vue sur l'estuaire de la Seine : c'est enchanteur, bien sûr, mais pas de quoi nous détourner de l'assiette ! Le chef signe en effet une agréable cuisine contemporaine autour de jolis produits du terroir normand, faisant la part belle aux saisons. Le domaine héberge également ""La Boucane"", bistrot qui propose une cuisine tout aussi goûteuse mais plus traditionnelle.",Une cuisine de qualité,0,https://fermesaintsimeon.fr/,/fr/fr/normandie/honfleur/restaurant/les-impressionnistes, Honfleur,14600,"[0.224588, 49.423789]"
1633,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/11bc9dbb99e24d4fbbaf28639977e3c0.jpeg,/fr/fr/normandie/houlgate/restaurant/les-passantes,Gourmande, Les Passantes,+33 2 61 92 39 69,"41 rue des Bains, Houlgate, 14510, France",Cuisine moderne,"Si l’on chemine dans la rue principale d’Houlgate, on croise une jolie maison de ville au toit d'ardoise. Dans un décor contemporain et lumineux où le bois et les pierres vont de pair, l’enfant de la région est devenu un chef solide. Maxime Lehoucq travaille les produits de saison normands (veau, œufs et crème fermiers) mais aussi les poissons fournis par son frère marin-pêcheur à Trouville. Sa patte bistronomique, mâtinée de quelques touches exotiques fait le reste : maquereau grillé à la flamme, betterave, mayonnaise aux algues ; haut de cuisse de volaille du Prieuré, gnocchis, crémeux de champignon, comté et noisettes. Nouvelle carte tous les mois servie par une jeune équipe souriante et attentionnée. On y repassera !",Une cuisine de qualité,0,http://www.les-passantes.fr,/fr/fr/normandie/houlgate/restaurant/les-passantes, Houlgate,14510,"[-0.076306, 49.303617]"
1634,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d845d5850d8e4983831c9a76a5cbf1d8.jpeg,/fr/fr/normandie/hrouville-saint-clair/restaurant/l-esperance-stephane-carbone,Gourmande, L'Espérance - Stéphane Carbone,+33 2 31 44 97 10,"512 rue Abbé-Alix, Hérouville-Saint-Clair, 14200, France",Cuisine moderne,"Offrez-vous une escapade bucolique et gourmande à quelques encablures de Caen, dans la maison couleur rouille de Stéphane Carbone, chef bien connu des locaux. Il propose une cuisine traditionnelle avec une touche de modernité, à l’image de cette souris d’agneau, risotto de boulgour au curcuma, mini navet rôti au poivre sweet tonka. Chaque table offre une jolie vue sur le canal.",Une cuisine de qualité,0,https://www.esperance-stephanecarbone.fr/,/fr/fr/normandie/hrouville-saint-clair/restaurant/l-esperance-stephane-carbone, Hérouville-Saint-Clair,14200,"[-0.319449, 49.200643]"
1635,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/cced600317d145dc8df542543157019c.jpg,/fr/fr/normandie/isneauville/restaurant/preambule,Gourmande, Préambule,+33 2 32 19 44 86,"1370 route de Neufchâtel, Isneauville, 76230, France",Cuisine moderne,"Le chef, enfant du pays, est revenu chez lui après de belles expériences ici et là en France. Il mitonne d'honnêtes assiettes bistronomiques : mousseline de volaille, biscuit aux herbes et pickles de légumes ; comme une blanquette de veau, riz croustillant et crème thym-citron ; douillon aux pommes, crème glacée à la fève tonka. Côté salle, deux options également : la première traditionnelle genre bistrot, la seconde, contemporaine et plus cosy, donne également accès à la terrasse.",Une cuisine de qualité,0,https://preambule-isneauville.eatbu.com/?lang=fr,/fr/fr/normandie/isneauville/restaurant/preambule, Isneauville,76230,"[1.149864, 49.496221]"
